chunk_id	doc_id	heading	damage_classes	clause_type	chunk_len	text
chunk_00097	policy_3_quickclaim_general	A. Exclusions Relating to Panel and Body Damage	dent	exclusion	338	[A. Exclusions Relating to Panel and Body Damage] pre-inspection report. A4. Cosmetic marks or shallow surface scuffs on bumpers caused by parking in proximity to kerb stones during normal driving, classified as unavoidable wear. A5. Body damage arising from manufacturer recall campaigns or factory defects, recoverable instead under the
chunk_00098	policy_3_quickclaim_general	B. Exclusions Relating to Scratch and Paint Damage	scratch	exclusion	198	B. Exclusions Relating to Scratch and Paint Damage B1. Scratches and paint damage from automated car wash equipment, hand washing with abrasive materials, or application of improper cleaning agents.
chunk_00099	policy_3_quickclaim_general	B. Exclusions Relating to Scratch and Paint Damage	scratch	exclusion	324	[B. Exclusions Relating to Scratch and Paint Damage] B2. Fade, oxidation, or chalking of paintwork from prolonged UV exposure or environmental pollutants, constituting gradual deterioration. B3. Paint damage arising from bird droppings, tree sap, or industrial fallout, not caused by a sudden and identifiable insured event.
chunk_00100	policy_3_quickclaim_general	B. Exclusions Relating to Scratch and Paint Damage	scratch	exclusion	344	[B. Exclusions Relating to Scratch and Paint Damage] insured event. B4. Scratches on internally fitted surfaces, door sills, or boot lids from loading and unloading of goods by the insured. B5. Any scratch or paint damage not reported to the Company within 30 days of occurrence, unless the insured provides written justification for the delay.
chunk_00101	policy_3_quickclaim_general	C. Exclusions Relating to Cracks	crack,shattered_glass	exclusion	232	C. Exclusions Relating to Cracks C1. Hairline cracks in laminated safety glass that do not progress into full fractures and do not impair the driver's field of vision as defined in Rule 100 of the Central Motor Vehicles Rules, 1989.
chunk_00102	policy_3_quickclaim_general	C. Exclusions Relating to Cracks	dent,crack	exclusion	241	[C. Exclusions Relating to Cracks] C2. Cracks in engine block, cylinder head, or other internal mechanical components, even where resulting from an external impact, unless such impact is also separately claimed under the body damage section.
chunk_00103	policy_3_quickclaim_general	C. Exclusions Relating to Cracks	crack	exclusion	293	[C. Exclusions Relating to Cracks] C3. Cracks in dashboard, door card, or interior trim materials from heat, UV exposure, or age-related embrittlement. C4. Fractures to tow bar attachments, roof rack fittings, or aftermarket accessories not listed in the original manufacturer's specification.
chunk_00104	policy_3_quickclaim_general	C. Exclusions Relating to Cracks	crack	exclusion	233	[C. Exclusions Relating to Cracks] manufacturer's specification. C5. Stress cracks in the vehicle chassis or monocoque arising from prolonged use on uneven roads, classified as structural fatigue. QUICKCLAIM GENERAL INSURANCE LIMITED
chunk_00105	policy_3_quickclaim_general	D. Exclusions Relating to Lamp Damage	broken_lamp	exclusion	227	D. Exclusions Relating to Lamp Damage D1. Failure of lamp units due to electrical faults in the vehicle wiring, including short circuits, voltage spikes, or faulty relays, without concurrent physical damage to the lamp housing.
chunk_00106	policy_3_quickclaim_general	D. Exclusions Relating to Lamp Damage	broken_lamp	exclusion	335	[D. Exclusions Relating to Lamp Damage] D2. Lamp damage arising from thermal stress caused by the use of non-OEM replacement bulbs with wattage exceeding the manufacturer's specification. D3. Damage to interior cabin lighting, instrument cluster lighting, or decorative LED strips not forming part of the vehicle's regulatory lighting.
chunk_00107	policy_3_quickclaim_general	D. Exclusions Relating to Lamp Damage	dent,broken_lamp	exclusion	323	[D. Exclusions Relating to Lamp Damage] vehicle's regulatory lighting. D4. Discolouration, cloudiness, or UV hazing of polycarbonate headlamp covers, not resulting from a specific impact event. D5. Lamp assembly damage to vehicles modified for commercial hire or rental use, contrary to the permitted use under this policy.
chunk_00108	policy_3_quickclaim_general	E. Exclusions Relating to Glass Damage	shattered_glass	exclusion	295	E. Exclusions Relating to Glass Damage E1. Glass damage sustained on vehicles being transported as commercial cargo, unless transit is specifically endorsed on the Schedule. E2. Replacement or repair of tinted films, UV filters, or decorative coatings applied to glass surfaces post-manufacture.
chunk_00109	policy_3_quickclaim_general	E. Exclusions Relating to Glass Damage	dent,scratch,shattered_glass	exclusion	262	[E. Exclusions Relating to Glass Damage] E3. Sunroof or glass roof panel damage unless specifically included by endorsement in the Schedule. E4. Microscopic surface scratches on tempered side glass that do not impair visibility or constitute a structural breach.
chunk_00110	policy_3_quickclaim_general	E. Exclusions Relating to Glass Damage	shattered_glass	exclusion	217	[E. Exclusions Relating to Glass Damage] E5. Glass repair (as distinct from replacement) where the repaired area exceeds the diameter threshold specified in the Surveyor's Guidelines issued by IRDAI from time to time.
chunk_00111	policy_3_quickclaim_general	F. Exclusions Relating to Tyre Damage	flat_tyre	exclusion	249	F. Exclusions Relating to Tyre Damage F1. Tyre damage occurring when the vehicle is operated outside the permitted geographical area stated in the Schedule. F2. Destruction of tyres from illegal motor racing, rallying, or competitive driving events.
chunk_00112	policy_3_quickclaim_general	F. Exclusions Relating to Tyre Damage	flat_tyre	exclusion	263	[F. Exclusions Relating to Tyre Damage] F3. Tyre valve stem damage alone, without accompanying damage to the tyre carcass, bead, or inner tube. F4. Damage to run-flat tyres operated beyond zero-pressure range exceeding the manufacturer's specified distance limit.
chunk_00113	policy_3_quickclaim_general	F. Exclusions Relating to Tyre Damage	flat_tyre	exclusion	321	[F. Exclusions Relating to Tyre Damage] limit. F5. Tyre damage resulting from driving over road conditions that the insured was aware of before commencing the journey. DEDUCTIBLE The insured shall bear the first Rs. 1,500 of each and every own damage claim. This compulsory deductible is not insurable. IDV AND TOTAL LOSS
chunk_00114	policy_3_quickclaim_general	F. Exclusions Relating to Tyre Damage	flat_tyre	exclusion	319	[F. Exclusions Relating to Tyre Damage] insurable. IDV AND TOTAL LOSS Age of Vehicle % of Depreciation Not exceeding 6 months 5% Exceeding 6 months but not exceeding 1 year 15% Exceeding 1 year but not exceeding 2 years 20% Exceeding 2 years but not exceeding 3 years 30% Exceeding 3 years but not exceeding 4 years 40%
chunk_00115	policy_3_quickclaim_general	F. Exclusions Relating to Tyre Damage	flat_tyre	exclusion	279	[F. Exclusions Relating to Tyre Damage] Exceeding 4 years but not exceeding 5 years 50% Total Loss is declared when repair cost exceeds 75% of IDV. CLAIM INTIMATION Intimation of any claim must be made to the Company within 48 hours of the occurrence. Failure to comply with this
chunk_00116	policy_3_quickclaim_general	F. Exclusions Relating to Tyre Damage	flat_tyre	exclusion	210	[F. Exclusions Relating to Tyre Damage] condition may prejudice the insured's entitlement to indemnity. This is a synthetic specimen policy for research and educational use only. Not a valid insurance contract.
chunk_00117	policy_4_autoguard_premium			coverage	225	AUTOGUARD PREMIUM INSURANCE SERVICES LTD AUTOGUARD PREMIUM MOTOR POLICY Own Damage with Full Cover Add-On Suite AutoGuard Premium Insurance Services Ltd agrees to insure the vehicle described in the Schedule against the risks
chunk_00118	policy_4_autoguard_premium			general	83	specified in this document, for the period shown, in exchange for the premium paid.
chunk_00119	policy_4_autoguard_premium	CHAPTER 1. COVERED EVENTS - OWN DAMAGE		coverage	274	CHAPTER 1. COVERED EVENTS - OWN DAMAGE The following events are covered under this policy, subject to the terms, exclusions, and sub-limits defined in Chapter 3: Event Coverage detail Applies to Fire and allied perils Fire, explosion, lightning, self-ignition All components
chunk_00120	policy_4_autoguard_premium	CHAPTER 1. COVERED EVENTS - OWN DAMAGE	dent,scratch	coverage	328	[CHAPTER 1. COVERED EVENTS - OWN DAMAGE] Theft Burglary, housebreaking, theft Whole vehicle Natural calamity Flood, cyclone, earthquake, hailstorm All components Dents to panels, bumpers, arches from collision or Bodily damage from impact object impact Exterior body panels Paint abrasion and exterior scratches from accident or
chunk_00121	policy_4_autoguard_premium	CHAPTER 1. COVERED EVENTS - OWN DAMAGE	dent,scratch,crack,broken_lamp,shattered_glass	coverage	335	[CHAPTER 1. COVERED EVENTS - OWN DAMAGE] Paint and surface damage vandalism Exterior surfaces Panel fractures Cracks to bumpers, door panels, trims from impact Exterior components Headlamps, tail lamps, fog lamps, indicators broken All lamps and Lighting assembly damage by impact reflectors Windscreen, rear screen, side windows - nil
chunk_00122	policy_4_autoguard_premium	CHAPTER 1. COVERED EVENTS - OWN DAMAGE	shattered_glass,flat_tyre	coverage	192	[CHAPTER 1. COVERED EVENTS - OWN DAMAGE] Glass damage depreciation All vehicle glazing At 50% of replacement cost if concurrent vehicle Tyre and tube damage damage present Tyres and tubes only
chunk_00123	policy_4_autoguard_premium	CHAPTER 2. DEPRECIATION SCHEDULE		sub_limit	297	CHAPTER 2. DEPRECIATION SCHEDULE Standard depreciation applies to parts replaced, except where the Nil Depreciation Add-On (Chapter 5) applies: Age of Vehicle % of Depreciation Not exceeding 6 months Nil Exceeding 6 months but not exceeding 1 year 5% Exceeding 1 year but not exceeding 2 years 10%
chunk_00124	policy_4_autoguard_premium	CHAPTER 2. DEPRECIATION SCHEDULE	shattered_glass	sub_limit	330	[CHAPTER 2. DEPRECIATION SCHEDULE] Exceeding 2 years but not exceeding 3 years 15% Exceeding 3 years but not exceeding 4 years 25% Exceeding 4 years but not exceeding 5 years 35% Exceeding 5 years but not exceeding 10 years 40% Exceeding 10 years 50% Glass components carry nil depreciation as standard, regardless of vehicle age.
chunk_00125	policy_4_autoguard_premium	3.1 Panel and Dent Exclusions	dent	exclusion	198	3.1 Panel and Dent Exclusions (cid:127) Dents arising from hail where the vehicle was left uncovered in an open area against a forecast severe weather warning issued by the meteorological authority.
chunk_00126	policy_4_autoguard_premium	3.1 Panel and Dent Exclusions	dent	exclusion	304	[3.1 Panel and Dent Exclusions] (cid:127) Panel damage resulting from the vehicle being used to tow a load exceeding the manufacturer's towing capacity specification. (cid:127) Dents or deformations on fuel filler caps, aerial housings, or other minor projections not forming part of the main body panel.
chunk_00127	policy_4_autoguard_premium	3.1 Panel and Dent Exclusions	dent	exclusion	294	[3.1 Panel and Dent Exclusions] body panel. (cid:127) Body panel damage from shopping trolley impact in private parking facilities where the insured had parked against the facility's instructions. (cid:127) Pre-existing dents and panel deformations recorded in the pre-policy inspection report.
chunk_00128	policy_4_autoguard_premium	3.2 Scratch Exclusions	scratch	exclusion	249	3.2 Scratch Exclusions (cid:127) Scratches from improper car wash technique, including dry wiping or use of coarse sponges, constituting owner-induced damage. (cid:127) Paint keying or scratching by the insured or members of the insured's household.
chunk_00129	policy_4_autoguard_premium	3.2 Scratch Exclusions	scratch	exclusion	314	[3.2 Scratch Exclusions] (cid:127) Surface marks on plastic bumpers from minor parking manoeuvres. (cid:127) Scratches inside the vehicle load bay or boot area from carrying luggage or goods. (cid:127) Chemical etching from bird lime, insect residue, or industrial fallout. AUTOGUARD PREMIUM INSURANCE SERVICES LTD
chunk_00130	policy_4_autoguard_premium	3.3 Crack Exclusions	crack	exclusion	286	3.3 Crack Exclusions (cid:127) Cracks in the engine block, cylinder head, or differential casing, unless caused by a primary accidental external event that is separately claimed. (cid:127) Cracks in interior plastic trim, dashboard, or door card material from thermal or UV degradation.
chunk_00131	policy_4_autoguard_premium	3.3 Crack Exclusions	crack	exclusion	316	[3.3 Crack Exclusions] (cid:127) Stress fractures in suspension components from prolonged use on poor roads. (cid:127) Cracks in aftermarket bodywork additions, spoilers, or ground effects kits not part of the manufacturer's original specification. (cid:127) Fractures in tow bars or roof-mounted cycle or ski racks.
chunk_00132	policy_4_autoguard_premium	3.4 Lamp Exclusions	broken_lamp	exclusion	259	3.4 Lamp Exclusions (cid:127) Electrical failure of lamp control modules or LED drivers without physical damage to the lamp housing or lens. (cid:127) Damage to decorative or customisation lighting not forming part of the vehicle's regulatory lighting system.
chunk_00133	policy_4_autoguard_premium	3.4 Lamp Exclusions	broken_lamp	exclusion	233	[3.4 Lamp Exclusions] (cid:127) DRL (Daytime Running Light) malfunction not associated with an accident. (cid:127) Lamp damage on a second vehicle involved in the same incident, payable instead from the third-party liability section.
chunk_00134	policy_4_autoguard_premium	3.4 Lamp Exclusions	broken_lamp	exclusion	130	[3.4 Lamp Exclusions] section. (cid:127) Corrosion of lamp contacts or connectors from moisture ingress through an undamaged seal.
chunk_00135	policy_4_autoguard_premium	3.5 Glass Exclusions	shattered_glass	exclusion	252	3.5 Glass Exclusions (cid:127) Glass damage on a vehicle registered as a commercial goods carrier under a different class of insurance. (cid:127) Tinting films, privacy glass coatings, or heat-rejection treatments applied to the original vehicle glass.
chunk_00136	policy_4_autoguard_premium	3.5 Glass Exclusions	scratch,shattered_glass	exclusion	312	[3.5 Glass Exclusions] (cid:127) Laminated windscreen separation or delamination from age or manufacturing defect, recoverable under warranty. (cid:127) Sunroof glass breakage unless the Sunroof Add-On is endorsed on the Schedule. (cid:127) Glass scratches from windscreen wiper blades operating on a dry screen.
chunk_00137	policy_4_autoguard_premium	3.6 Tyre Exclusions	flat_tyre	exclusion	262	3.6 Tyre Exclusions (cid:127) Tyre damage from deliberate spiked road obstacles (road spikes) in a disputed ownership or legal proceeding situation. (cid:127) Damage to speciality or competition tyres not approved for road use under Central Motor Vehicles Rules.
chunk_00138	policy_4_autoguard_premium	3.6 Tyre Exclusions	flat_tyre	exclusion	301	[3.6 Tyre Exclusions] (cid:127) Tyre damage from use of incorrect tyre size not conforming to vehicle type approval. (cid:127) Gradual loss of tyre pressure from micro-porosity without a definable puncture event. (cid:127) Damage to tyre foam inserts or run-flat inserts not covered as standard tyres.
chunk_00139	policy_4_autoguard_premium	CHAPTER 4. DEDUCTIBLE AND IDV		sub_limit	293	CHAPTER 4. DEDUCTIBLE AND IDV Compulsory deductible: Rs. 2,500 per claim occurrence. Optional voluntary deductible: Rs. 2,500 / Rs. 5,000 / Rs. 10,000 for corresponding premium discount. Age of Vehicle % of Depreciation Not exceeding 6 months 5% Exceeding 6 months but not exceeding 1 year 15%
chunk_00140	policy_4_autoguard_premium	CHAPTER 4. DEDUCTIBLE AND IDV		sub_limit	222	[CHAPTER 4. DEDUCTIBLE AND IDV] Exceeding 1 year but not exceeding 2 years 20% Exceeding 2 years but not exceeding 3 years 30% Exceeding 3 years but not exceeding 4 years 40% Exceeding 4 years but not exceeding 5 years 50%
chunk_00141	policy_4_autoguard_premium	CHAPTER 5. PREMIUM ADD-ON COVERS		coverage	250	CHAPTER 5. PREMIUM ADD-ON COVERS Add-On A: Nil Depreciation Available for vehicles up to 5 years old. No depreciation is charged on parts replaced during a partial loss claim, subject to maximum two claims per policy year. Add-On B: Return to Invoice
chunk_00142	policy_4_autoguard_premium	CHAPTER 5. PREMIUM ADD-ON COVERS		coverage	270	[CHAPTER 5. PREMIUM ADD-ON COVERS] Add-On B: Return to Invoice In the event of Total Loss or theft with no recovery, the claim is settled at the original on-road price (ex-showroom plus taxes and registration) rather than the depreciated IDV. Add-On C: Consumables Cover
chunk_00143	policy_4_autoguard_premium	CHAPTER 5. PREMIUM ADD-ON COVERS		coverage	286	[CHAPTER 5. PREMIUM ADD-ON COVERS] Add-On C: Consumables Cover Consumable items including engine oil, coolant, AC gas, nuts, bolts, and sealants replaced during an admissible partial loss repair are covered, subject to a limit of 1% of IDV or 5% of the claim amount, whichever is lower.
chunk_00144	policy_4_autoguard_premium	CHAPTER 6. CLAIMS		general	241	CHAPTER 6. CLAIMS (cid:127) Intimate within 24 hours at our helpline or via the mobile app. (cid:127) A virtual survey option is available for claims under Rs. 30,000. (cid:127) Cashless repair available at 4,200+ network garages nationwide.
chunk_00145	policy_4_autoguard_premium	CHAPTER 6. CLAIMS		general	183	[CHAPTER 6. CLAIMS] (cid:127) Claim decision within 5 working days of survey completion. Synthetic specimen policy - research and educational use only. Not a valid insurance contract.
chunk_00146	policy_5_valuemotor			coverage	243	VALUEMOTOR COMPREHENSIVE INSURANCE LTD VALUEMOTOR COMPREHENSIVE MOTOR POLICY Affordable Comprehensive Own Damage and Third Party Cover Thank you for choosing ValueMotor Comprehensive Insurance. This document explains what is and is not covered
chunk_00147	policy_5_valuemotor			general	61	under your policy. Please read it carefully and keep it safe.
chunk_00148	policy_5_valuemotor	Your vehicle is covered for loss or damage caused by:		coverage	257	Your vehicle is covered for loss or damage caused by: (cid:127) Fire, explosion, or lightning strike. (cid:127) Theft or attempted theft. (cid:127) Riots, strikes, or acts of terrorism. (cid:127) Natural disasters: floods, cyclones, earthquakes, hailstorms.
chunk_00149	policy_5_valuemotor	Your vehicle is covered for loss or damage caused by:	dent,scratch	coverage	350	[Your vehicle is covered for loss or damage caused by:] (cid:127) Accidental collision or impact - loss or damage caused by your vehicle colliding with another vehicle or object, resulting in dents to the vehicle body, bumpers, or wheel arches. (cid:127) Cosmetic damage from accident or vandalism - scratching, keying, or paint abrasion caused by an
chunk_00150	policy_5_valuemotor	Your vehicle is covered for loss or damage caused by:	dent,crack	coverage	258	[Your vehicle is covered for loss or damage caused by:] identifiable accidental or malicious event. (cid:127) Cracking or fracturing of exterior components by accidental means - this includes cracks in bumpers, door panels, trims, and sills caused by impact.
chunk_00151	policy_5_valuemotor	Your vehicle is covered for loss or damage caused by:	dent,broken_lamp,shattered_glass	coverage	326	[Your vehicle is covered for loss or damage caused by:] (cid:127) Breakage of headlight, taillight, or indicator units by accident or collision during the policy period. (cid:127) Glass damage without depreciation deduction - your windscreen, rear windscreen, and door windows are covered at full replacement cost as standard.
chunk_00152	policy_5_valuemotor	Your vehicle is covered for loss or damage caused by:	flat_tyre	coverage	274	[Your vehicle is covered for loss or damage caused by:] (cid:127) Tyre and tube damage at 50% of replacement cost, only when the vehicle has also been damaged in the same incident. (cid:127) Damage in transit by road, rail, or water. (cid:127) Landslide or rockslide damage.
chunk_00153	policy_5_valuemotor	Your vehicle is covered for loss or damage caused by:	shattered_glass	coverage	326	[Your vehicle is covered for loss or damage caused by:] 2. HOW DEPRECIATION WORKS When a part is replaced, we deduct a percentage for depreciation based on your vehicle's age, except for glass (always nil depreciation): Age of Vehicle % of Depreciation Not exceeding 6 months Nil Exceeding 6 months but not exceeding 1 year 5%
chunk_00154	policy_5_valuemotor	Your vehicle is covered for loss or damage caused by:		coverage	318	[Your vehicle is covered for loss or damage caused by:] Exceeding 1 year but not exceeding 2 years 10% Exceeding 2 years but not exceeding 3 years 15% Exceeding 3 years but not exceeding 4 years 25% Exceeding 4 years but not exceeding 5 years 35% Exceeding 5 years but not exceeding 10 years 40% Exceeding 10 years 50%
chunk_00155	policy_5_valuemotor	Your vehicle is covered for loss or damage caused by:	shattered_glass,flat_tyre	coverage	220	[Your vehicle is covered for loss or damage caused by:] Exceeding 10 years 50% Rubber, plastic, tyre, battery, and airbag parts: always 50% deduction. Glass parts: always nil deduction. You get the full replacement cost.
chunk_00156	policy_5_valuemotor	These situations are excluded from your ValueMotor policy:		exclusion	58	These situations are excluded from your ValueMotor policy:
chunk_00157	policy_5_valuemotor	3.1 General exclusions		exclusion	266	3.1 General exclusions (cid:127) Wear and tear, gradual deterioration, or mechanical and electrical breakdown. (cid:127) Damage caused while the driver was under the influence of alcohol or drugs. (cid:127) Loss outside the geographical area stated in your Schedule.
chunk_00158	policy_5_valuemotor	3.1 General exclusions		exclusion	144	[3.1 General exclusions] (cid:127) Use of the vehicle in violation of your permit conditions. (cid:127) Driving without a valid driving licence.
chunk_00159	policy_5_valuemotor	3.2 Dent and body panel exclusions	dent	exclusion	275	3.2 Dent and body panel exclusions (cid:127) Dents caused by you or a family member driving the vehicle deliberately into a gate, pillar, or fixed structure. (cid:127) Panel deformations from overloading the vehicle's roof, boot, or tow bar beyond the permitted weight limit.
chunk_00160	policy_5_valuemotor	3.2 Dent and body panel exclusions	dent,crack	exclusion	275	[3.2 Dent and body panel exclusions] (cid:127) Pre-existing dents noted at pre-policy inspection and documented in the Inspection Report at policy inception. (cid:127) Dents in the vehicle's undercarriage, floor pan, or chassis members that are not visible from the exterior.
chunk_00161	policy_5_valuemotor	3.2 Dent and body panel exclusions	dent	exclusion	171	[3.2 Dent and body panel exclusions] (cid:127) Minor parking contact marks on bumpers from very low-speed manoeuvres in private parking where no reportable event occurred.
chunk_00162	policy_5_valuemotor	3.3 Scratch and paint exclusions	scratch	exclusion	201	3.3 Scratch and paint exclusions (cid:127) Paint scratches from automatic car wash equipment with worn or dirty brushes. (cid:127) Surface oxidation, paint fade, or chalking from prolonged UV exposure.
chunk_00163	policy_5_valuemotor	3.3 Scratch and paint exclusions	scratch	exclusion	246	[3.3 Scratch and paint exclusions] (cid:127) Chemical paint damage from acid rain, industrial fallout, or bird droppings not linked to a sudden identifiable event. (cid:127) Boot lid or sill scratches from loading and unloading luggage and goods.
chunk_00164	policy_5_valuemotor	3.3 Scratch and paint exclusions	scratch	exclusion	173	[3.3 Scratch and paint exclusions] (cid:127) Scratch damage to the interior of the vehicle including seats, dashboard, and door cards. VALUEMOTOR COMPREHENSIVE INSURANCE LTD
chunk_00165	policy_5_valuemotor	3.4 Crack exclusions	dent,crack,shattered_glass	exclusion	297	3.4 Crack exclusions (cid:127) Cracks in the engine block or cylinder head, unless arising directly and solely from an insured external impact covered under Section 1. (cid:127) Hairline cracks in laminated glass that do not impair the driver's vision and do not develop into full fractures within
chunk_00166	policy_5_valuemotor	3.4 Crack exclusions	crack	exclusion	293	[3.4 Crack exclusions] the policy period. (cid:127) Cracks in aftermarket accessories or non-standard body additions. (cid:127) Dashboard or interior trim panel cracks from heat, UV, or age-related material degradation. (cid:127) Fractures in tow ball assemblies, roof bars, or cycle carriers.
chunk_00167	policy_5_valuemotor	3.5 Lamp exclusions	broken_lamp	exclusion	223	3.5 Lamp exclusions (cid:127) Lamp failure from bulb burnout, filament failure, or blown fuse, without any physical damage to the lamp body or lens. (cid:127) Condensation damage to lamp internals through an undamaged seal.
chunk_00168	policy_5_valuemotor	3.5 Lamp exclusions	broken_lamp	exclusion	310	[3.5 Lamp exclusions] (cid:127) Lighting modifications or aftermarket lights not approved by the manufacturer. (cid:127) Corrosion of lamp connector pins or wiring from moisture over time. (cid:127) Damage to daytime running lights (DRL) or ambient interior lighting not forming part of the vehicle's mandatory
chunk_00169	policy_5_valuemotor	3.6 Glass exclusions	shattered_glass	exclusion	201	3.6 Glass exclusions (cid:127) Sunroof glass damage unless specifically endorsed on your Schedule. (cid:127) Replacement of tinted privacy film, UV coating, or decorative film applied to vehicle glass.
chunk_00170	policy_5_valuemotor	3.6 Glass exclusions	scratch,shattered_glass	exclusion	247	[3.6 Glass exclusions] (cid:127) Windscreen wiper-induced scratches on tempered glass where the wiper blade was damaged or worn at the time. (cid:127) Glass damage on a vehicle declared as a commercial vehicle or hired-out vehicle in the Schedule.
chunk_00171	policy_5_valuemotor	3.6 Glass exclusions	crack,shattered_glass	exclusion	161	[3.6 Glass exclusions] (cid:127) Repair-only windscreen claims where the chip or crack is small and repairable rather than requiring full windscreen replacement.
chunk_00172	policy_5_valuemotor	3.7 Tyre exclusions	crack,flat_tyre	exclusion	223	3.7 Tyre exclusions (cid:127) Tyre deterioration, tread wear, or sidewall cracking from age and use. (cid:127) Tyre damage when the vehicle was driven knowingly on a flat or underinflated tyre for a distance exceeding 2 km.
chunk_00173	policy_5_valuemotor	3.7 Tyre exclusions	dent,flat_tyre	exclusion	228	[3.7 Tyre exclusions] (cid:127) Damage to non-standard tyres, including competition tyres or oversized tyres not conforming to the vehicle's type approval. (cid:127) Tyre valve cap or core damage alone, without tyre body damage.
chunk_00174	policy_5_valuemotor	3.7 Tyre exclusions	flat_tyre	exclusion	129	[3.7 Tyre exclusions] (cid:127) Tyre damage from use of the vehicle in rallying, track days, or any competitive motorsport event.
chunk_00175	policy_5_valuemotor	3.7 Tyre exclusions	flat_tyre	exclusion	184	[3.7 Tyre exclusions] 4. YOUR EXCESS (DEDUCTIBLE) You pay the first Rs. 1,000 of each claim. This is your compulsory excess. You cannot insure this amount with us or any other insurer.
chunk_00176	policy_5_valuemotor	3.7 Tyre exclusions	flat_tyre	exclusion	277	[3.7 Tyre exclusions] 5. INSURED DECLARED VALUE AND TOTAL LOSS The IDV is your vehicle's sum insured. It is based on the manufacturer's ex-showroom price reduced for age: Age of Vehicle % of Depreciation Not exceeding 6 months 5% Exceeding 6 months but not exceeding 1 year 15%
chunk_00177	policy_5_valuemotor	3.7 Tyre exclusions	flat_tyre	exclusion	212	[3.7 Tyre exclusions] Exceeding 1 year but not exceeding 2 years 20% Exceeding 2 years but not exceeding 3 years 30% Exceeding 3 years but not exceeding 4 years 40% Exceeding 4 years but not exceeding 5 years 50%
chunk_00178	policy_5_valuemotor	3.7 Tyre exclusions	flat_tyre	exclusion	151	[3.7 Tyre exclusions] If your repair cost exceeds 75% of the IDV, we will settle your claim as a Total Loss and pay you the IDV less any salvage value.
chunk_00179	policy_5_valuemotor	3.7 Tyre exclusions	flat_tyre	exclusion	246	[3.7 Tyre exclusions] 6. NO CLAIM BONUS Your claim history Your NCB discount 1 claim-free year 20% 2 claim-free years 25% 3 claim-free years 35% 4 claim-free years 45% 5+ claim-free years 50% Your NCB resets to 0% if you make a claim in any year.
chunk_00180	policy_5_valuemotor	3.7 Tyre exclusions	flat_tyre	exclusion	288	[3.7 Tyre exclusions] 7. HOW TO CLAIM (cid:127) Call our helpline or use the app within 24 hours of the accident. (cid:127) Take photos of the damage before moving the vehicle if it is safe to do so. (cid:127) Get a repair estimate from a garage and share it with us before repairs start.
chunk_00181	policy_5_valuemotor	3.7 Tyre exclusions	flat_tyre	exclusion	163	[3.7 Tyre exclusions] (cid:127) We aim to complete survey and approve repairs within 2 working days. (cid:127) Cashless repair is available at our network garages.
chunk_00182	policy_5_valuemotor	3.7 Tyre exclusions	flat_tyre	exclusion	283	[3.7 Tyre exclusions] 8. THIRD PARTY COVER We provide compulsory third-party liability cover as required by the Motor Vehicles Act. This covers you for legal liability arising from death of or injury to a third party, or damage to third-party property, caused by use of your vehicle.
chunk_00183	policy_5_valuemotor	3.7 Tyre exclusions	flat_tyre	exclusion	220	[3.7 Tyre exclusions] 9. GENERAL EXCEPTIONS This policy does not cover any claim arising from war, nuclear risk, use of the vehicle in violation of permit conditions, or operation outside the specified geographical area.
chunk_00184	policy_5_valuemotor	3.7 Tyre exclusions	flat_tyre	exclusion	208	[3.7 Tyre exclusions] This is a synthetic specimen policy document created for AI research and educational purposes only. This document does not constitute a valid, binding, or enforceable insurance contract.
